kimg	fid	precision	recall
470	37.3874906	0.244251047	0.0529470515
472.5	37.1545733	0.243655052	0.0518963571
475	36.9786618	0.243001459	0.0508832083
477.5	36.8673557	0.242279897	0.0499201204
480	36.8284637	0.241479993	0.0490196086
482.5	36.829604	0.240564429	0.0481036941
485	36.8329475	0.239513856	0.047096614
487.5	36.8383785	0.238344851	0.0460142079
490	36.8457815	0.237073994	0.0448723155
492.5	36.8550413	0.235717865	0.0436867763
495	36.8660428	0.234293042	0.0424734298
497.5	36.8786712	0.232816105	0.0412481157
500	36.8928115	0.231303632	0.0400266735
502.5	36.9083489	0.229772204	0.0388249427
505	36.9251686	0.228238398	0.037658763
507.5	36.9431555	0.226718795	0.036543974
510	36.9621948	0.225229973	0.0354964151
512.5	36.982171	0.223788512	0.0345319259
515	37.002969	0.222410991	0.0336663461
517.5	37.0244731	0.221113988	0.0329155152
520	37.0465675	0.219914084	0.0322952728
522.5	37.0691362	0.218827857	0.0318214584
525	37.0920629	0.217871886	0.0315099116
527.5	37.1152309	0.217062751	0.031376472
530	37.1417745	0.216361187	0.031381969
532.5	37.1776966	0.215661936	0.031419512
535	37.2220083	0.214965842	0.0314844478
537.5	37.2735107	0.214277155	0.0315754464
540	37.3310028	0.213600126	0.0316911783
542.5	37.3932793	0.212939005	0.0318303136
545	37.459129	0.212298043	0.0319915227
547.5	37.5273332	0.211681491	0.0321734757
550	37.5966649	0.211093599	0.0323748429
552.5	37.665888	0.210538617	0.0325942947
555	37.7337577	0.210020797	0.0328305012
557.5	37.79902	0.209544389	0.0330821326
560	37.8604128	0.209113644	0.0333478594
562.5	37.9166668	0.208732812	0.0336263517
565	37.9665074	0.208406143	0.0339162797
567.5	38.0086558	0.208137889	0.0342163138
570	38.0418323	0.207932301	0.0345251242
572.5	38.0647584	0.207793627	0.0348413812
575	38.0761603	0.207726121	0.0351637549
577.5	38.0771539	0.207752009	0.0355231327
580	38.0768099	0.20794156	0.0360421221
582.5	38.0761567	0.208289011	0.0367142978
585	38.0751977	0.208780116	0.0375183838
587.5	38.0739366	0.209400629	0.0384331044
590	38.0723767	0.210136303	0.0394371837
592.5	38.0705216	0.210972892	0.0405093457
595	38.0683748	0.211896151	0.0416283146
597.5	38.0659398	0.212891832	0.0427728146
600	38.0632201	0.213945689	0.0439215697
602.5	38.0602193	0.215043477	0.0450533042
605	38.0569409	0.216170949	0.0461467421
607.5	38.0533885	0.217313858	0.0471806075
610	38.0495655	0.21845796	0.0481336247
612.5	38.0454755	0.219589006	0.0489845176
615	38.0411222	0.220692751	0.0497120106
617.5	38.036509	0.221754949	0.0502948276
620	38.0316394	0.222761354	0.0507116928
622.5	38.0265172	0.223697719	0.0509413303
625	38.0198269	0.224563881	0.0509567315
627.5	37.9998918	0.225476194	0.0507004137
630	37.9652513	0.226453055	0.0501866095
632.5	37.9175198	0.227481234	0.0494455404
635	37.8583187	0.228547502	0.0485074277
637.5	37.7892706	0.229638631	0.0474024928
640	37.7119954	0.230741392	0.0461609572
642.5	37.6281064	0.231842555	0.0448130422
645	37.539207	0.232928892	0.0433889693
647.5	37.4468881	0.233987173	0.0419189598
650	37.3527269	0.23500417	0.0404332352
652.5	37.2582851	0.235966653	0.0389620169
655	37.1651092	0.236861394	0.0375355262
657.5	37.0747299	0.237675164	0.0361839846
660	36.9886637	0.238394733	0.0349376135
662.5	36.9084138	0.239006873	0.0338266342
665	36.8354725	0.239498354	0.0328812683
667.5	36.7713236	0.239855948	0.032131737
670	36.7174462	0.240066425	0.0316082618
672.5	36.6751246	0.240114957	0.0313355506
675	36.6390232	0.239945023	0.0311546954
677.5	36.6059025	0.239553206	0.0309809726
680	36.5754229	0.23896592	0.0308146842
682.5	36.5472465	0.23820958	0.0306561325
685	36.5210371	0.237310601	0.0305056196
687.5	36.4964594	0.236295398	0.0303634479
690	36.4731796	0.235190385	0.0302299196
692.5	36.4508648	0.234021976	0.0301053367
695	36.429183	0.232816588	0.0299900016
697.5	36.407803	0.231600633	0.0298842165
700	36.3863943	0.230400527	0.0297882836
702.5	36.3646275	0.229242685	0.0297025051
705	36.3421737	0.22815352	0.0296271832
707.5	36.3187049	0.227159449	0.0295626202
710	36.2938941	0.226286884	0.0295091181
712.5	36.2674154	0.225562242	0.0294669794
715	36.2389437	0.225011937	0.0294365061
717.5	36.2081556	0.224662383	0.0294180005
720	36.1747292	0.224539995	0.0294117648
722.5	36.13911	0.224800353	0.029488779
725	36.1019397	0.225545776	0.0297087406
727.5	36.0631916	0.226722788	0.0300550276
730	36.0228396	0.22827791	0.0305110183
732.5	35.9808576	0.230157666	0.031060091
735	35.9372201	0.232308579	0.0316856239
737.5	35.8919019	0.234677172	0.0323709951
740	35.8448783	0.237209967	0.033099583
742.5	35.7961249	0.239853489	0.0338547657
745	35.7456176	0.24255426	0.0346199215
747.5	35.6933331	0.245258803	0.0353784286
750	35.6392481	0.247913641	0.0361136652
752.5	35.5833401	0.250465297	0.0368090095
755	35.5255869	0.252860293	0.0374478398
757.5	35.4659668	0.255045154	0.0380135343
760	35.4044586	0.256966402	0.0384894712
762.5	35.3410417	0.258570559	0.0388590287
765	35.275696	0.25980415	0.039105585
767.5	35.2084018	0.260613697	0.0392125184
770	35.1338113	0.261101916	0.0391933716
772.5	35.0422838	0.261565734	0.0391051063
775	34.9359843	0.262013409	0.0389538999
777.5	34.8174199	0.262443782	0.0387441848
780	34.6890799	0.2628557	0.0384803936
782.5	34.5534286	0.263248004	0.0381669587
785	34.412899	0.26361954	0.0378083125
787.5	34.2698887	0.26396915	0.0374088876
790	34.1267574	0.264295679	0.0369731164
792.5	33.9858259	0.26459797	0.0365054314
795	33.849377	0.264874867	0.0360102651
797.5	33.7196576	0.265125214	0.0354920499
800	33.5988823	0.265347854	0.0349552184
802.5	33.4892391	0.265541631	0.0344042029
805	33.3928957	0.26570539	0.0338434359
807.5	33.3120076	0.265837973	0.03327735
810	33.248728	0.265938225	0.0327103776
812.5	33.2052184	0.266004989	0.0321469512
815	33.183661	0.266037109	0.0315915032
817.5	33.1869702	0.266033285	0.0310208607
820	33.2179826	0.265993956	0.0303316407
822.5	33.2740954	0.265922889	0.0295289493
825	33.352293	0.265824051	0.0286305165
827.5	33.4495788	0.26570141	0.0276540722
830	33.5629563	0.265558932	0.0266173462
832.5	33.6894127	0.265400585	0.0255380684
835	33.8259054	0.265230336	0.0244339688
837.5	33.9693518	0.265052153	0.0233227773
840	34.1166208	0.264870003	0.0222222236
842.5	34.2645282	0.264687852	0.0211500378
845	34.4098347	0.264509669	0.0201239498
847.5	34.5492462	0.264339421	0.0191616893
850	34.6794186	0.264181074	0.0182809864
852.5	34.7969647	0.264038596	0.0174995708
855	34.8984645	0.263915955	0.0168351726
857.5	34.9804795	0.263817117	0.0163055215
860	35.0395696	0.26374605	0.0159283476
862.5	35.0723132	0.263706721	0.0157213806
865	35.0771642	0.263706508	0.0157164872
867.5	35.0690451	0.263777571	0.0160433378
870	35.052501	0.263921901	0.0166973049
872.5	35.0281962	0.264133199	0.0176384963
875	34.9967986	0.264405167	0.0188270196
877.5	34.9589785	0.264731507	0.0202229828
880	34.915407	0.265105921	0.0217864934
882.5	34.8667551	0.26552211	0.0234776593
885	34.8136927	0.265973776	0.0252565881
887.5	34.7568873	0.26645462	0.0270833877
890	34.6970039	0.266958344	0.0289181657
892.5	34.6347038	0.26747865	0.0307210299
895	34.5706441	0.26800924	0.032452088
897.5	34.5054777	0.268543814	0.0340714478
900	34.4398529	0.269076076	0.035539217
902.5	34.3744128	0.269599726	0.0368155034
905	34.3097959	0.270108465	0.0378604146
907.5	34.2466359	0.270595997	0.0386340585
910	34.1855618	0.271056022	0.0390965428
912.5	34.1271253	0.271483445	0.0392099831
915	34.0693456	0.271912435	0.0390175029
917.5	34.0109922	0.272358841	0.0385737015
920	33.9519279	0.272819617	0.0379084981
922.5	33.8920165	0.273291715	0.0370518118
925	33.8311229	0.273772089	0.0360335618
927.5	33.769113	0.274257691	0.0348836674
930	33.7058539	0.274745475	0.0336320477
932.5	33.6412137	0.275232394	0.0323086219
935	33.5750621	0.275715401	0.0309433093
937.5	33.5072696	0.276191449	0.029566029
940	33.4377085	0.276657491	0.0282067002
942.5	33.3662522	0.27711048	0.0268952422
945	33.2927758	0.27754737	0.025661574
947.5	33.2171557	0.277965113	0.0245356149
950	33.1392703	0.278360662	0.0235472842
952.5	33.0589995	0.278730971	0.0227265009
955	32.976225	0.279072993	0.0221031843
957.5	32.8908306	0.27938368	0.0217072536
960	32.8027019	0.279659986	0.021568628
962.5	32.7103381	0.279916002	0.0215904527
965	32.6125128	0.280167226	0.0216582768
967.5	32.5095247	0.280412729	0.0217756253
970	32.4016717	0.28065158	0.0219460232
972.5	32.289251	0.280882847	0.0221729957
975	32.1725582	0.281105599	0.0224600676
977.5	32.0518869	0.281318906	0.022810764
980	31.9275288	0.281521836	0.02322861
982.5	31.7997732	0.281713459	0.0237171306
985	31.6689062	0.281892844	0.0242798507
987.5	31.5352113	0.282059059	0.0249202955
990	31.3989685	0.282211173	0.02564199
992.5	31.2604543	0.282348257	0.0264484591
995	31.1199414	0.282469377	0.0273432279
997.5	30.9776987	0.282573605	0.0283298215
1000	30.8339911	0.282660007	0.0294117648
