kimg	g_loss	d_loss	real_sign_proxy	fake_sign_proxy	ada_p
199	2.14541414	0.636886706	0.841668199	0.916660346	0.139966892
200	2.13926885	0.638806827	0.842105133	0.917624713	0.141041624
201	2.12638539	0.6421788	0.840654609	0.917294125	0.141893884
202	2.10798498	0.646627221	0.837383587	0.916481166	0.142625526
203	2.09143476	0.650518771	0.834083879	0.915492842	0.143333593
204	2.084103	0.652219908	0.832547628	0.91463597	0.144115118
205	2.09290718	0.651595174	0.832732169	0.913864147	0.145013724
206	2.11276419	0.650185376	0.833197069	0.91304639	0.145979646
207	2.13279534	0.648763215	0.833786162	0.912395677	0.146972875
208	2.14212129	0.648101097	0.834343688	0.912125076	0.147953411
209	2.1321737	0.648896822	0.834790814	0.912333687	0.148890571
210	2.10973703	0.650691518	0.835223093	0.912804247	0.149811328
211	2.0871036	0.652501952	0.835742925	0.913278933	0.150762638
212	2.0765661	0.653344839	0.8364527	0.913499934	0.151791459
213	2.07765353	0.65118327	0.838204638	0.912665252	0.152983179
214	2.0805866	0.646308667	0.841013786	0.910783013	0.15430444
215	2.08473765	0.641391315	0.843632025	0.908884266	0.15561738
216	2.08948189	0.639101934	0.844810975	0.908000264	0.156784118
217	2.09798261	0.64061098	0.842938524	0.909100349	0.157737961
218	2.11061311	0.644015206	0.838715628	0.911581483	0.1585797
219	2.12211973	0.647449286	0.834455699	0.914084376	0.159419674
220	2.1272476	0.649048097	0.832472396	0.915249653	0.16036821
221	2.12015618	0.648983237	0.833505967	0.914073764	0.161520746
222	2.10339892	0.648801662	0.83583786	0.911421518	0.162818685
223	2.0845736	0.648532342	0.838190203	0.908746012	0.164139056
224	2.07127871	0.648203788	0.839285388	0.907500371	0.165358881
225	2.06352552	0.647410173	0.83902284	0.908066109	0.166438136
226	2.0565807	0.646093065	0.838425717	0.909436005	0.167451608
227	2.05156434	0.644853621	0.837812342	0.911052853	0.168443078
228	2.04959831	0.644293139	0.837500794	0.912359648	0.169456313
229	2.0502198	0.645696924	0.837468911	0.913381938	0.17050593
230	2.05172876	0.648862634	0.837453219	0.914398596	0.171567931
231	2.05351852	0.652056107	0.837437778	0.915180881	0.172630127
232	2.05498276	0.653542899	0.837406726	0.915499911	0.173680334
233	2.05615677	0.651929673	0.837159058	0.914532451	0.174685999
234	2.05733663	0.648291076	0.836634067	0.912350765	0.175662056
235	2.05824975	0.644620569	0.836048122	0.910149945	0.176670726
236	2.05862342	0.642911684	0.835617651	0.909125305	0.177774237
237	2.05706205	0.643541691	0.835339415	0.909352658	0.179043175
238	2.05312374	0.644963418	0.835083675	0.909865997	0.180445966
239	2.04810095	0.646397612	0.83489586	0.910383836	0.181888286
240	2.04328649	0.647065333	0.834821449	0.910624928	0.183275805
241	2.03863053	0.646509024	0.835567993	0.910473228	0.184582456
242	2.03352473	0.645254178	0.837310132	0.910131002	0.1858599
243	2.02854399	0.643988326	0.839215307	0.909785776	0.187125501
244	2.02426352	0.643398981	0.840450748	0.909625048	0.188396606
245	2.02103916	0.643655588	0.841026307	0.910687406	0.189702571
246	2.01838629	0.644365435	0.841513492	0.913082984	0.191027161
247	2.01562087	0.645410631	0.84185194	0.91549957	0.192317049
248	2.01205889	0.646673387	0.841981097	0.916624665	0.193518901
249	2.0055135	0.649565139	0.84100147	0.916334206	0.194589971
250	1.99645284	0.654281025	0.838792468	0.915641065	0.195576024
251	1.98838897	0.658697446	0.836564093	0.914847662	0.196557583
252	1.98483453	0.660690315	0.835526625	0.914256175	0.197615176
253	1.99011997	0.658691916	0.836270693	0.913935392	0.198789483
254	2.00302104	0.653964306	0.83808574	0.913691196	0.20003937
